customer_id,store_id,first_name,last_name,email,address_id,create_date
397,1,Jimmy,Schrader,jimmy.schrader@sakilacustomer.org,402,2006-02-14
407,1,Dale,Ratcliff,dale.ratcliff@sakilacustomer.org,412,2006-02-14
420,1,Jacob,Lance,jacob.lance@sakilacustomer.org,425,2006-02-14
479,1,Zachary,Hite,zachary.hite@sakilacustomer.org,484,2006-02-14
501,1,Ruben,Geary,ruben.geary@sakilacustomer.org,506,2006-02-14
94,1,Norma,Gonzales,norma.gonzales@sakilacustomer.org,98,2006-02-14
100,1,Robin,Hayes,robin.hayes@sakilacustomer.org,104,2006-02-14
248,1,Caroline,Bowman,caroline.bowman@sakilacustomer.org,252,2006-02-14
263,1,Hilda,Hopkins,hilda.hopkins@sakilacustomer.org,268,2006-02-14
500,1,Reginald,Kinder,reginald.kinder@sakilacustomer.org,505,2006-02-14
560,1,Jordan,Archuleta,jordan.archuleta@sakilacustomer.org,566,2006-02-14
7,1,Maria,Miller,maria.miller@sakilacustomer.org,11,2006-02-14
87,1,Wanda,Patterson,wanda.patterson@sakilacustomer.org,91,2006-02-14
218,1,Vera,Mccoy,vera.mccoy@sakilacustomer.org,222,2006-02-14
234,1,Claudia,Fuller,claudia.fuller@sakilacustomer.org,238,2006-02-14
383,1,Martin,Bales,martin.bales@sakilacustomer.org,388,2006-02-14
399,1,Danny,Isom,danny.isom@sakilacustomer.org,404,2006-02-14
366,1,Brandon,Huey,brandon.huey@sakilacustomer.org,371,2006-02-14
448,1,Miguel,Betancourt,miguel.betancourt@sakilacustomer.org,453,2006-02-14
468,1,Tim,Cary,tim.cary@sakilacustomer.org,473,2006-02-14
470,1,Gordon,Allard,gordon.allard@sakilacustomer.org,475,2006-02-14
534,1,Christian,Jung,christian.jung@sakilacustomer.org,540,2006-02-14
554,1,Dwayne,Olvera,dwayne.olvera@sakilacustomer.org,560,2006-02-14
41,1,Stephanie,Mitchell,stephanie.mitchell@sakilacustomer.org,45,2006-02-14
93,1,Phyllis,Foster,phyllis.foster@sakilacustomer.org,97,2006-02-14
125,1,Ethel,Webb,ethel.webb@sakilacustomer.org,129,2006-02-14
236,1,Marcia,Dean,marcia.dean@sakilacustomer.org,240,2006-02-14
426,1,Bradley,Motley,bradley.motley@sakilacustomer.org,431,2006-02-14
549,1,Nelson,Christenson,nelson.christenson@sakilacustomer.org,555,2006-02-14
37,1,Pamela,Baker,pamela.baker@sakilacustomer.org,41,2006-02-14
60,1,Mildred,Bailey,mildred.bailey@sakilacustomer.org,64,2006-02-14
229,1,Tamara,Nguyen,tamara.nguyen@sakilacustomer.org,233,2006-02-14
406,1,Nathan,Runyon,nathan.runyon@sakilacustomer.org,411,2006-02-14
557,1,Felix,Gaffney,felix.gaffney@sakilacustomer.org,563,2006-02-14
585,1,Perry,Swafford,perry.swafford@sakilacustomer.org,591,2006-02-14
588,1,Marion,Ocampo,marion.ocampo@sakilacustomer.org,594,2006-02-14
82,1,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,86,2006-02-14
583,1,Marshall,Thorn,marshall.thorn@sakilacustomer.org,589,2006-02-14
25,1,Deborah,Walker,deborah.walker@sakilacustomer.org,29,2006-02-14
30,1,Melissa,King,melissa.king@sakilacustomer.org,34,2006-02-14
269,1,Cassandra,Walters,cassandra.walters@sakilacustomer.org,274,2006-02-14
342,1,Harold,Martino,harold.martino@sakilacustomer.org,347,2006-02-14
438,1,Barry,Lovelace,barry.lovelace@sakilacustomer.org,443,2006-02-14
450,1,Jay,Robb,jay.robb@sakilacustomer.org,455,2006-02-14
466,1,Leo,Ebert,leo.ebert@sakilacustomer.org,471,2006-02-14
572,1,Sidney,Burleson,sidney.burleson@sakilacustomer.org,578,2006-02-14
592,1,Terrance,Roush,terrance.roush@sakilacustomer.org,598,2006-02-14
38,1,Martha,Gonzalez,martha.gonzalez@sakilacustomer.org,42,2006-02-14
96,1,Diana,Alexander,diana.alexander@sakilacustomer.org,100,2006-02-14
143,1,Leslie,Gordon,leslie.gordon@sakilacustomer.org,147,2006-02-14
163,1,Cathy,Spencer,cathy.spencer@sakilacustomer.org,167,2006-02-14
179,1,Dana,Hart,dana.hart@sakilacustomer.org,183,2006-02-14
343,1,Douglas,Graf,douglas.graf@sakilacustomer.org,348,2006-02-14
345,1,Carl,Artis,carl.artis@sakilacustomer.org,350,2006-02-14
3,1,Linda,Williams,linda.williams@sakilacustomer.org,7,2006-02-14
28,1,Cynthia,Young,cynthia.young@sakilacustomer.org,32,2006-02-14
52,1,Julie,Sanchez,julie.sanchez@sakilacustomer.org,56,2006-02-14
115,1,Wendy,Harrison,wendy.harrison@sakilacustomer.org,119,2006-02-14
173,1,Audrey,Ray,audrey.ray@sakilacustomer.org,177,2006-02-14
211,1,Stacey,Montgomery,stacey.montgomery@sakilacustomer.org,215,2006-02-14
458,1,Lloyd,Dowd,lloyd.dowd@sakilacustomer.org,463,2006-02-14
518,1,Gabriel,Harder,gabriel.harder@sakilacustomer.org,524,2006-02-14
15,1,Helen,Harris,helen.harris@sakilacustomer.org,19,2006-02-14
138,1,Hazel,Warren,hazel.warren@sakilacustomer.org,142,2006-02-14
176,1,June,Carroll,june.carroll@sakilacustomer.org,180,2006-02-14
191,1,Jeanette,Greene,jeanette.greene@sakilacustomer.org,195,2006-02-14
192,1,Laurie,Lawrence,laurie.lawrence@sakilacustomer.org,196,2006-02-14
268,1,Nina,Soto,nina.soto@sakilacustomer.org,273,2006-02-14
284,1,Sonia,Gregory,sonia.gregory@sakilacustomer.org,289,2006-02-14
352,1,Albert,Crouse,albert.crouse@sakilacustomer.org,357,2006-02-14
117,1,Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,121,2006-02-14
140,1,Eva,Ramos,eva.ramos@sakilacustomer.org,144,2006-02-14
159,1,Jill,Hawkins,jill.hawkins@sakilacustomer.org,163,2006-02-14
175,1,Annette,Olson,annette.olson@sakilacustomer.org,179,2006-02-14
297,1,Sherri,Rhodes,sherri.rhodes@sakilacustomer.org,302,2006-02-14
336,1,Joshua,Mark,joshua.mark@sakilacustomer.org,341,2006-02-14
419,1,Chad,Carbone,chad.carbone@sakilacustomer.org,424,2006-02-14
493,1,Brent,Harkins,brent.harkins@sakilacustomer.org,498,2006-02-14
540,1,Tyrone,Asher,tyrone.asher@sakilacustomer.org,546,2006-02-14
594,1,Eduardo,Hiatt,eduardo.hiatt@sakilacustomer.org,600,2006-02-14
103,1,Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,107,2006-02-14
155,1,Gail,Knight,gail.knight@sakilacustomer.org,159,2006-02-14
158,1,Veronica,Stone,veronica.stone@sakilacustomer.org,162,2006-02-14
305,1,Richard,Mccrary,richard.mccrary@sakilacustomer.org,310,2006-02-14
478,1,Lewis,Lyman,lewis.lyman@sakilacustomer.org,483,2006-02-14
504,1,Nathaniel,Adam,nathaniel.adam@sakilacustomer.org,509,2006-02-14
505,1,Rafael,Abney,rafael.abney@sakilacustomer.org,510,2006-02-14
553,1,Max,Pitt,max.pitt@sakilacustomer.org,559,2006-02-14
48,1,Ann,Evans,ann.evans@sakilacustomer.org,52,2006-02-14
184,1,Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,188,2006-02-14
225,1,Arlene,Harvey,arlene.harvey@sakilacustomer.org,229,2006-02-14
291,1,Toni,Holt,toni.holt@sakilacustomer.org,296,2006-02-14
298,1,Erika,Pena,erika.pena@sakilacustomer.org,303,2006-02-14
373,1,Louis,Leone,louis.leone@sakilacustomer.org,378,2006-02-14
398,1,Antonio,Meek,antonio.meek@sakilacustomer.org,403,2006-02-14
445,1,Micheal,Forman,micheal.forman@sakilacustomer.org,450,2006-02-14
543,1,Lance,Pemberton,lance.pemberton@sakilacustomer.org,549,2006-02-14
573,1,Byron,Box,byron.box@sakilacustomer.org,579,2006-02-14
591,1,Kent,Arsenault,kent.arsenault@sakilacustomer.org,597,2006-02-14
2,1,Patricia,Johnson,patricia.johnson@sakilacustomer.org,6,2006-02-14
189,1,Loretta,Carpenter,loretta.carpenter@sakilacustomer.org,193,2006-02-14
195,1,Vanessa,Sims,vanessa.sims@sakilacustomer.org,199,2006-02-14
353,1,Jonathan,Scarborough,jonathan.scarborough@sakilacustomer.org,358,2006-02-14
393,1,Philip,Causey,philip.causey@sakilacustomer.org,398,2006-02-14
411,1,Norman,Currier,norman.currier@sakilacustomer.org,416,2006-02-14
481,1,Herman,Devore,herman.devore@sakilacustomer.org,486,2006-02-14
98,1,Lillian,Griffin,lillian.griffin@sakilacustomer.org,102,2006-02-14
245,1,Courtney,Day,courtney.day@sakilacustomer.org,249,2006-02-14
380,1,Russell,Brinson,russell.brinson@sakilacustomer.org,385,2006-02-14
471,1,Dean,Sauer,dean.sauer@sakilacustomer.org,476,2006-02-14
102,1,Crystal,Ford,crystal.ford@sakilacustomer.org,106,2006-02-14
128,1,Marjorie,Tucker,marjorie.tucker@sakilacustomer.org,132,2006-02-14
270,1,Leah,Curtis,leah.curtis@sakilacustomer.org,275,2006-02-14
331,1,Eric,Robert,eric.robert@sakilacustomer.org,336,2006-02-14
465,1,Floyd,Gandy,floyd.gandy@sakilacustomer.org,470,2006-02-14
19,1,Ruth,Martinez,ruth.martinez@sakilacustomer.org,23,2006-02-14
172,1,Bernice,Willis,bernice.willis@sakilacustomer.org,176,2006-02-14
318,1,Brian,Wyman,brian.wyman@sakilacustomer.org,323,2006-02-14
378,1,Eugene,Culpepper,eugene.culpepper@sakilacustomer.org,383,2006-02-14
511,1,Chester,Benner,chester.benner@sakilacustomer.org,516,2006-02-14
548,1,Allan,Cornish,allan.cornish@sakilacustomer.org,554,2006-02-14
562,1,Wallace,Slone,wallace.slone@sakilacustomer.org,568,2006-02-14
21,1,Michelle,Clark,michelle.clark@sakilacustomer.org,25,2006-02-14
116,1,Victoria,Gibson,victoria.gibson@sakilacustomer.org,120,2006-02-14
182,1,Renee,Lane,renee.lane@sakilacustomer.org,186,2006-02-14
237,1,Tanya,Gilbert,tanya.gilbert@sakilacustomer.org,241,2006-02-14
274,1,Naomi,Jennings,naomi.jennings@sakilacustomer.org,279,2006-02-14
276,1,Brandy,Graves,brandy.graves@sakilacustomer.org,281,2006-02-14
290,1,Kristina,Chambers,kristina.chambers@sakilacustomer.org,295,2006-02-14
566,1,Casey,Mena,casey.mena@sakilacustomer.org,572,2006-02-14
302,1,Michael,Silverman,michael.silverman@sakilacustomer.org,307,2006-02-14
326,1,Jose,Andrew,jose.andrew@sakilacustomer.org,331,2006-02-14
476,1,Derrick,Bourque,derrick.bourque@sakilacustomer.org,481,2006-02-14
586,1,Kirk,Stclair,kirk.stclair@sakilacustomer.org,592,2006-02-14
597,1,Freddie,Duggan,freddie.duggan@sakilacustomer.org,603,2006-02-14
156,1,Bertha,Ferguson,bertha.ferguson@sakilacustomer.org,160,2006-02-14
203,1,Tara,Ryan,tara.ryan@sakilacustomer.org,207,2006-02-14
322,1,Jason,Morrissey,jason.morrissey@sakilacustomer.org,327,2006-02-14
346,1,Arthur,Simpkins,arthur.simpkins@sakilacustomer.org,351,2006-02-14
371,1,Billy,Poulin,billy.poulin@sakilacustomer.org,376,2006-02-14
126,1,Ellen,Simpson,ellen.simpson@sakilacustomer.org,130,2006-02-14
246,1,Marian,Mendoza,marian.mendoza@sakilacustomer.org,250,2006-02-14
335,1,Gregory,Mauldin,gregory.mauldin@sakilacustomer.org,340,2006-02-14
415,1,Glenn,Pullen,glenn.pullen@sakilacustomer.org,420,2006-02-14
432,1,Edwin,Burk,edwin.burk@sakilacustomer.org,437,2006-02-14
480,1,Corey,Hauser,corey.hauser@sakilacustomer.org,485,2006-02-14
67,1,Kelly,Torres,kelly.torres@sakilacustomer.org,71,2006-02-14
206,1,Terri,Vasquez,terri.vasquez@sakilacustomer.org,210,2006-02-14
243,1,Lydia,Burke,lydia.burke@sakilacustomer.org,247,2006-02-14
289,1,Violet,Rodriquez,violet.rodriquez@sakilacustomer.org,294,2006-02-14
367,1,Adam,Gooch,adam.gooch@sakilacustomer.org,372,2006-02-14
376,1,Randy,Gaither,randy.gaither@sakilacustomer.org,381,2006-02-14
414,1,Vincent,Ralston,vincent.ralston@sakilacustomer.org,419,2006-02-14
402,1,Luis,Yanez,luis.yanez@sakilacustomer.org,407,2006-02-14
490,1,Sam,Mcduffie,sam.mcduffie@sakilacustomer.org,495,2006-02-14
527,1,Cory,Meehan,cory.meehan@sakilacustomer.org,533,2006-02-14
535,1,Javier,Elrod,javier.elrod@sakilacustomer.org,541,2006-02-14
139,1,Amber,Dixon,amber.dixon@sakilacustomer.org,143,2006-02-14
403,1,Mike,Way,mike.way@sakilacustomer.org,408,2006-02-14
417,1,Travis,Estep,travis.estep@sakilacustomer.org,422,2006-02-14
58,1,Jean,Bell,jean.bell@sakilacustomer.org,62,2006-02-14
235,1,Jackie,Lynch,jackie.lynch@sakilacustomer.org,239,2006-02-14
451,1,Jim,Rea,jim.rea@sakilacustomer.org,456,2006-02-14
539,1,Mathew,Bolin,mathew.bolin@sakilacustomer.org,545,2006-02-14
63,1,Ashley,Richardson,ashley.richardson@sakilacustomer.org,67,2006-02-14
106,1,Connie,Wallace,connie.wallace@sakilacustomer.org,110,2006-02-14
166,1,Lynn,Payne,lynn.payne@sakilacustomer.org,170,2006-02-14
247,1,Stella,Moreno,stella.moreno@sakilacustomer.org,251,2006-02-14
362,1,Nicholas,Barfield,nicholas.barfield@sakilacustomer.org,367,2006-02-14
408,1,Manuel,Murrell,manuel.murrell@sakilacustomer.org,413,2006-02-14
477,1,Dan,Paine,dan.paine@sakilacustomer.org,482,2006-02-14
598,1,Wade,Delvalle,wade.delvalle@sakilacustomer.org,604,2006-02-14
161,1,Geraldine,Perkins,geraldine.perkins@sakilacustomer.org,165,2006-02-14
185,1,Roberta,Harper,roberta.harper@sakilacustomer.org,189,2006-02-14
214,1,Kristin,Johnston,kristin.johnston@sakilacustomer.org,218,2006-02-14
260,1,Christy,Vargas,christy.vargas@sakilacustomer.org,265,2006-02-14
56,1,Gloria,Cook,gloria.cook@sakilacustomer.org,60,2006-02-14
71,1,Kathy,James,kathy.james@sakilacustomer.org,75,2006-02-14
124,1,Sheila,Wells,sheila.wells@sakilacustomer.org,128,2006-02-14
168,1,Regina,Berry,regina.berry@sakilacustomer.org,172,2006-02-14
196,1,Alma,Austin,alma.austin@sakilacustomer.org,200,2006-02-14
216,1,Natalie,Meyer,natalie.meyer@sakilacustomer.org,220,2006-02-14
272,1,Kay,Caldwell,kay.caldwell@sakilacustomer.org,277,2006-02-14
436,1,Troy,Quigley,troy.quigley@sakilacustomer.org,441,2006-02-14
512,1,Cecil,Vines,cecil.vines@sakilacustomer.org,517,2006-02-14
546,1,Kelly,Knott,kelly.knott@sakilacustomer.org,552,2006-02-14
78,1,Lori,Wood,lori.wood@sakilacustomer.org,82,2006-02-14
83,1,Louise,Jenkins,louise.jenkins@sakilacustomer.org,87,2006-02-14
130,1,Charlotte,Hunter,charlotte.hunter@sakilacustomer.org,134,2006-02-14
288,1,Bobbie,Craig,bobbie.craig@sakilacustomer.org,293,2006-02-14
104,1,Rita,Graham,rita.graham@sakilacustomer.org,108,2006-02-14
221,1,Bessie,Morrison,bessie.morrison@sakilacustomer.org,225,2006-02-14
238,1,Nellie,Garrett,nellie.garrett@sakilacustomer.org,242,2006-02-14
271,1,Penny,Neal,penny.neal@sakilacustomer.org,276,2006-02-14
502,1,Brett,Cornwell,brett.cornwell@sakilacustomer.org,507,2006-02-14
555,1,Dwight,Lombardi,dwight.lombardi@sakilacustomer.org,561,2006-02-14
589,1,Tracy,Herrmann,tracy.herrmann@sakilacustomer.org,595,2006-02-14
12,1,Nancy,Thomas,nancy.thomas@sakilacustomer.org,16,2006-02-14
53,1,Heather,Morris,heather.morris@sakilacustomer.org,57,2006-02-14
62,1,Joan,Cooper,joan.cooper@sakilacustomer.org,66,2006-02-14
74,1,Denise,Kelly,denise.kelly@sakilacustomer.org,78,2006-02-14
391,1,Clarence,Gamez,clarence.gamez@sakilacustomer.org,396,2006-02-14
459,1,Tommy,Collazo,tommy.collazo@sakilacustomer.org,464,2006-02-14
587,1,Sergio,Stanfield,sergio.stanfield@sakilacustomer.org,593,2006-02-14
81,1,Andrea,Henderson,andrea.henderson@sakilacustomer.org,85,2006-02-14
148,1,Eleanor,Hunt,eleanor.hunt@sakilacustomer.org,152,2006-02-14
188,1,Melanie,Armstrong,melanie.armstrong@sakilacustomer.org,192,2006-02-14
201,1,Vicki,Fields,vicki.fields@sakilacustomer.org,205,2006-02-14
314,1,George,Linton,george.linton@sakilacustomer.org,319,2006-02-14
447,1,Clifford,Bowens,clifford.bowens@sakilacustomer.org,452,2006-02-14
515,1,Andre,Rapp,andre.rapp@sakilacustomer.org,521,2006-02-14
22,1,Laura,Rodriguez,laura.rodriguez@sakilacustomer.org,26,2006-02-14
32,1,Amy,Lopez,amy.lopez@sakilacustomer.org,36,2006-02-14
121,1,Josephine,Gomez,josephine.gomez@sakilacustomer.org,125,2006-02-14
122,1,Thelma,Murray,thelma.murray@sakilacustomer.org,126,2006-02-14
325,1,Timothy,Bunn,timothy.bunn@sakilacustomer.org,330,2006-02-14
364,1,Benjamin,Varney,benjamin.varney@sakilacustomer.org,369,2006-02-14
460,1,Leon,Bostic,leon.bostic@sakilacustomer.org,465,2006-02-14
79,1,Rachel,Barnes,rachel.barnes@sakilacustomer.org,83,2006-02-14
118,1,Kim,Cruz,kim.cruz@sakilacustomer.org,122,2006-02-14
213,1,Gina,Williamson,gina.williamson@sakilacustomer.org,217,2006-02-14
338,1,Dennis,Gilman,dennis.gilman@sakilacustomer.org,343,2006-02-14
390,1,Shawn,Heaton,shawn.heaton@sakilacustomer.org,395,2006-02-14
528,1,Claude,Herzog,claude.herzog@sakilacustomer.org,534,2006-02-14
580,1,Ross,Grey,ross.grey@sakilacustomer.org,586,2006-02-14
144,1,Clara,Shaw,clara.shaw@sakilacustomer.org,148,2006-02-14
227,1,Colleen,Burton,colleen.burton@sakilacustomer.org,231,2006-02-14
264,1,Gwendolyn,May,gwendolyn.may@sakilacustomer.org,269,2006-02-14
316,1,Steven,Curley,steven.curley@sakilacustomer.org,321,2006-02-14
379,1,Carlos,Coughlin,carlos.coughlin@sakilacustomer.org,384,2006-02-14
461,1,Derek,Blakely,derek.blakely@sakilacustomer.org,466,2006-02-14
498,1,Gene,Sanborn,gene.sanborn@sakilacustomer.org,503,2006-02-14
44,1,Marie,Turner,marie.turner@sakilacustomer.org,48,2006-02-14
133,1,Pauline,Henry,pauline.henry@sakilacustomer.org,137,2006-02-14
285,1,Miriam,Mckinney,miriam.mckinney@sakilacustomer.org,290,2006-02-14
286,1,Velma,Lucas,velma.lucas@sakilacustomer.org,291,2006-02-14
295,1,Daisy,Bates,daisy.bates@sakilacustomer.org,300,2006-02-14
306,1,Charles,Kowalski,charles.kowalski@sakilacustomer.org,311,2006-02-14
442,1,Leroy,Bustamante,leroy.bustamante@sakilacustomer.org,447,2006-02-14
547,1,Kurt,Emmons,kurt.emmons@sakilacustomer.org,553,2006-02-14
59,1,Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,63,2006-02-14
101,1,Peggy,Myers,peggy.myers@sakilacustomer.org,105,2006-02-14
223,1,Melinda,Fernandez,melinda.fernandez@sakilacustomer.org,227,2006-02-14
283,1,Felicia,Sutton,felicia.sutton@sakilacustomer.org,288,2006-02-14
396,1,Earl,Shanks,earl.shanks@sakilacustomer.org,401,2006-02-14
489,1,Ricardo,Meador,ricardo.meador@sakilacustomer.org,494,2006-02-14
54,1,Teresa,Rogers,teresa.rogers@sakilacustomer.org,58,2006-02-14
207,1,Gertrude,Castillo,gertrude.castillo@sakilacustomer.org,211,2006-02-14
258,1,Myrtle,Fleming,myrtle.fleming@sakilacustomer.org,263,2006-02-14
433,1,Don,Bone,don.bone@sakilacustomer.org,438,2006-02-14
485,1,Clyde,Tobias,clyde.tobias@sakilacustomer.org,490,2006-02-14
51,1,Alice,Stewart,alice.stewart@sakilacustomer.org,55,2006-02-14
80,1,Marilyn,Ross,marilyn.ross@sakilacustomer.org,84,2006-02-14
134,1,Emma,Boyd,emma.boyd@sakilacustomer.org,138,2006-02-14
208,1,Lucy,Wheeler,lucy.wheeler@sakilacustomer.org,212,2006-02-14
300,1,John,Farnsworth,john.farnsworth@sakilacustomer.org,305,2006-02-14
330,1,Scott,Shelley,scott.shelley@sakilacustomer.org,335,2006-02-14
441,1,Mario,Cheatham,mario.cheatham@sakilacustomer.org,446,2006-02-14
558,1,Jimmie,Eggleston,jimmie.eggleston@sakilacustomer.org,564,2006-02-14
581,1,Virgil,Wofford,virgil.wofford@sakilacustomer.org,587,2006-02-14
13,2,Karen,Jackson,karen.jackson@sakilacustomer.org,17,2006-02-14
36,2,Kathleen,Adams,kathleen.adams@sakilacustomer.org,40,2006-02-14
244,2,Viola,Hanson,viola.hanson@sakilacustomer.org,248,2006-02-14
292,2,Misty,Lambert,misty.lambert@sakilacustomer.org,297,2006-02-14
358,2,Samuel,Marlow,samuel.marlow@sakilacustomer.org,363,2006-02-14
384,2,Ernest,Stepp,ernest.stepp@sakilacustomer.org,389,2006-02-14
416,2,Jeffery,Pinson,jeffery.pinson@sakilacustomer.org,421,2006-02-14
153,2,Suzanne,Nichols,suzanne.nichols@sakilacustomer.org,157,2006-02-14
262,2,Patsy,Davidson,patsy.davidson@sakilacustomer.org,267,2006-02-14
265,2,Jennie,Terry,jennie.terry@sakilacustomer.org,270,2006-02-14
456,2,Ronnie,Ricketts,ronnie.ricketts@sakilacustomer.org,461,2006-02-14
65,2,Rose,Howard,rose.howard@sakilacustomer.org,69,2006-02-14
252,2,Mattie,Hoffman,mattie.hoffman@sakilacustomer.org,256,2006-02-14
255,2,Irma,Pearson,irma.pearson@sakilacustomer.org,260,2006-02-14
259,2,Lena,Jensen,lena.jensen@sakilacustomer.org,264,2006-02-14
324,2,Gary,Coy,gary.coy@sakilacustomer.org,329,2006-02-14
387,2,Jesse,Schilling,jesse.schilling@sakilacustomer.org,392,2006-02-14
233,2,Lillie,Kim,lillie.kim@sakilacustomer.org,237,2006-02-14
392,2,Sean,Douglass,sean.douglass@sakilacustomer.org,397,2006-02-14
449,2,Oscar,Aquino,oscar.aquino@sakilacustomer.org,454,2006-02-14
496,2,Tyler,Wren,tyler.wren@sakilacustomer.org,501,2006-02-14
72,2,Theresa,Watson,theresa.watson@sakilacustomer.org,76,2006-02-14
226,2,Maureen,Little,maureen.little@sakilacustomer.org,230,2006-02-14
